handle,period,num_communities,pct
johncarneyde,_q2,5,0.93
johncarneyde,_q3,4,1
johncarneyde,_q4,5,0.97
GovRonDeSantis,jan,4,0.49
GovRonDeSantis,feb,6,0.46
GovRonDeSantis,mar,6,0.91
GovRonDeSantis,apr,7,0.75
GovRonDeSantis,may,4,0.62
GovRonDeSantis,jun,4,0.98
GovRonDeSantis,jul,5,0.48
GovRonDeSantis,aug,4,0.81
GovRonDeSantis,sep,4,0.36
GovRonDeSantis,oct,7,0.76
GovRonDeSantis,nov,4,0.76
GovRonDeSantis,dec,5,0.65
GovRonDeSantis,y2020,4,0.88
GovRonDeSantis,_q1,5,0.49
GovRonDeSantis,_q2,4,0.5
GovRonDeSantis,_q3,4,1
GovRonDeSantis,_q4,5,0.4
BrianKempGA,jan,4,0.54
BrianKempGA,feb,5,0.92
BrianKempGA,mar,5,0.53
BrianKempGA,apr,4,0.79
BrianKempGA,may,4,0.34
BrianKempGA,jun,4,0.78
BrianKempGA,jul,4,0.85
BrianKempGA,aug,5,0.72
BrianKempGA,sep,4,0.56
BrianKempGA,oct,5,0.83
BrianKempGA,nov,4,0.4
BrianKempGA,dec,6,0.93
BrianKempGA,y2020,4,0.47
BrianKempGA,_q1,4,0.83
BrianKempGA,_q2,4,0.95
BrianKempGA,_q3,3,0.94
BrianKempGA,_q4,4,0.43
GovHawaii,jan,4,0.83
GovHawaii,feb,6,0.87
GovHawaii,mar,4,0.88
GovHawaii,apr,4,0.95
GovHawaii,may,5,0.79
GovHawaii,jun,6,0.68
GovHawaii,jul,4,0.84
GovHawaii,aug,5,0.89
GovHawaii,sep,6,0.86
GovHawaii,oct,4,0.64
GovHawaii,nov,5,0.97
GovHawaii,dec,4,0.43
GovHawaii,y2020,5,0.88
GovHawaii,_q1,4,0.89
GovHawaii,_q2,4,0.85
GovHawaii,_q3,4,1
GovHawaii,_q4,3,0.88
GovernorLittle,jan,6,0.57
GovernorLittle,feb,6,0.54
GovernorLittle,mar,5,0.87
GovernorLittle,apr,6,0.62
GovernorLittle,may,5,0.62
GovernorLittle,jun,6,0.72
GovernorLittle,jul,6,0.37
GovernorLittle,aug,6,0.74
GovernorLittle,sep,7,0.65
GovernorLittle,oct,7,0.72
GovernorLittle,nov,8,0.61
GovernorLittle,dec,6,0.6
GovernorLittle,y2020,5,0.59
GovernorLittle,_q1,4,0.88
GovernorLittle,_q2,4,0.35
GovernorLittle,_q3,5,0.42
GovernorLittle,_q4,4,0.64
GovPritzker,jan,4,0.36
GovPritzker,feb,5,0.75
GovPritzker,mar,4,0.77
GovPritzker,apr,4,0.61
GovPritzker,may,5,0.79
GovPritzker,jun,4,0.4
GovPritzker,jul,3,0.87
GovPritzker,aug,4,0.95
GovPritzker,sep,4,0.35
GovPritzker,oct,3,0.98
GovPritzker,nov,4,0.92
GovPritzker,dec,5,0.99
GovPritzker,y2020,5,0.98
GovPritzker,_q1,3,0.67
GovPritzker,_q2,5,0.8
GovPritzker,_q3,4,0.53
GovPritzker,_q4,4,0.89
GovHolcomb,jan,5,0.8
GovHolcomb,feb,5,0.66
GovHolcomb,mar,3,0.95
GovHolcomb,apr,2,1
GovHolcomb,may,2,1
GovHolcomb,jun,2,1
GovHolcomb,jul,3,1
GovHolcomb,aug,4,0.9
GovHolcomb,sep,4,0.9
GovHolcomb,oct,6,0.62
GovHolcomb,nov,4,1
GovHolcomb,dec,6,0.88
GovHolcomb,y2020,2,1
GovHolcomb,_q1,5,0.91
GovHolcomb,_q2,2,1
GovHolcomb,_q3,2,1
GovHolcomb,_q4,4,1
IAGovernor,jan,5,0.71
IAGovernor,feb,6,0.58
IAGovernor,mar,6,0.6
IAGovernor,apr,5,0.58
IAGovernor,may,7,1
IAGovernor,jun,5,0.62
IAGovernor,jul,7,0.87
IAGovernor,aug,7,0.62
IAGovernor,sep,5,0.96
IAGovernor,oct,8,0.6
IAGovernor,nov,8,0.74
IAGovernor,dec,8,0.99
IAGovernor,y2020,4,0.38
IAGovernor,_q1,5,0.85
IAGovernor,_q2,4,0.68
IAGovernor,_q3,5,0.8
IAGovernor,_q4,5,0.6
GovLauraKelly,jan,5,0.63
GovLauraKelly,feb,4,1
GovLauraKelly,mar,4,0.55
GovLauraKelly,apr,3,1
GovLauraKelly,may,4,0.64
GovLauraKelly,jun,4,0.81
GovLauraKelly,jul,4,0.4
GovLauraKelly,aug,4,0.8
GovLauraKelly,sep,5,0.77
GovLauraKelly,oct,6,0.68
GovLauraKelly,nov,5,0.6
GovLauraKelly,dec,4,0.55
GovLauraKelly,y2020,3,0.81
GovLauraKelly,_q1,4,0.85
GovLauraKelly,_q2,2,1
GovLauraKelly,_q3,5,0.53
GovLauraKelly,_q4,4,0.89
GovAndyBeshear,jan,5,0.68
GovAndyBeshear,feb,5,0.7
GovAndyBeshear,mar,3,1
GovAndyBeshear,apr,3,0.86
GovAndyBeshear,may,4,0.63
GovAndyBeshear,jun,4,0.78
GovAndyBeshear,jul,4,0.9
GovAndyBeshear,aug,4,0.92
GovAndyBeshear,sep,5,0.85
GovAndyBeshear,oct,5,0.96
GovAndyBeshear,nov,4,1
GovAndyBeshear,dec,4,0.93
GovAndyBeshear,y2020,3,0.95
GovAndyBeshear,_q1,3,0.97
GovAndyBeshear,_q2,3,0.79
GovAndyBeshear,_q3,4,0.89
GovAndyBeshear,_q4,4,0.9
MassGovernor,jan,5,0.38
MassGovernor,feb,3,0.99
MassGovernor,mar,4,0.54
MassGovernor,apr,4,0.4
MassGovernor,may,5,0.96
MassGovernor,jun,5,0.89
MassGovernor,jul,5,0.7
MassGovernor,aug,5,0.68
MassGovernor,sep,6,0.52
MassGovernor,oct,5,0.91
MassGovernor,nov,6,0.89
MassGovernor,dec,6,0.96
MassGovernor,y2020,3,0.92
MassGovernor,_q1,5,0.83
MassGovernor,_q2,4,1
MassGovernor,_q3,5,0.81
MassGovernor,_q4,4,1
GovTimWalz,jan,5,0.42
GovTimWalz,feb,5,0.66
GovTimWalz,mar,4,0.73
GovTimWalz,apr,4,0.85
GovTimWalz,may,4,0.88
GovTimWalz,jun,5,0.61
GovTimWalz,jul,4,0.41
GovTimWalz,aug,5,0.54
GovTimWalz,sep,5,0.6
GovTimWalz,oct,5,0.68
GovTimWalz,nov,5,0.94
GovTimWalz,dec,6,0.7
GovTimWalz,y2020,4,0.68
GovTimWalz,_q1,4,0.55
GovTimWalz,_q2,4,0.71
GovTimWalz,_q3,5,0.65
GovTimWalz,_q4,4,0.5
tatereeves,jan,5,0.74
tatereeves,feb,5,0.68
tatereeves,mar,5,0.71
tatereeves,apr,5,0.74
tatereeves,may,5,0.7
tatereeves,jun,5,0.99
tatereeves,jul,6,0.43
tatereeves,aug,6,0.67
tatereeves,sep,9,0.63
tatereeves,oct,6,0.93
tatereeves,nov,5,0.42
tatereeves,dec,5,0.83
tatereeves,y2020,4,0.43
tatereeves,_q1,4,0.84
tatereeves,_q2,4,0.43
tatereeves,_q3,5,0.53
tatereeves,_q4,4,0.34
GovernorBullock,jan,6,0.73
GovernorBullock,feb,5,0.8
GovernorBullock,mar,4,0.53
GovernorBullock,apr,5,0.94
GovernorBullock,may,5,0.88
GovernorBullock,jun,4,0.91
GovernorBullock,jul,4,0.65
GovernorBullock,aug,5,0.76
GovernorBullock,sep,5,0.94
GovernorBullock,oct,5,0.91
GovernorBullock,nov,4,0.4
GovernorBullock,dec,5,0.72
GovernorBullock,y2020,4,0.34
GovernorBullock,_q1,4,0.69
GovernorBullock,_q2,4,0.66
GovernorBullock,_q3,4,0.44
GovernorBullock,_q4,4,0.73
GovRicketts,jan,5,0.71
GovRicketts,feb,5,0.51
GovRicketts,mar,4,0.98
GovRicketts,apr,3,0.73
GovRicketts,may,4,0.71
GovRicketts,jun,7,1
GovRicketts,jul,5,0.93
GovRicketts,aug,5,0.7
GovRicketts,sep,5,0.7
GovRicketts,oct,9,0.86
GovRicketts,nov,7,0.92
GovRicketts,dec,8,0.86
GovRicketts,y2020,4,0.89
GovRicketts,_q1,4,0.47
GovRicketts,_q2,4,0.73
GovRicketts,_q3,5,0.39
GovRicketts,_q4,7,0.82
GovChrisSununu,jan,5,0.38
GovChrisSununu,feb,5,0.97
GovChrisSununu,mar,4,0.82
GovChrisSununu,apr,4,0.59
GovChrisSununu,may,4,0.99
GovChrisSununu,jun,5,0.84
GovChrisSununu,jul,5,0.88
GovChrisSununu,aug,5,0.83
GovChrisSununu,sep,5,0.58
GovChrisSununu,oct,4,0.51
GovChrisSununu,nov,4,0.9
GovChrisSununu,dec,6,0.59
GovChrisSununu,y2020,3,1
GovChrisSununu,_q1,4,0.87
GovChrisSununu,_q2,4,0.94
GovChrisSununu,_q3,4,0.91
GovChrisSununu,_q4,4,0.38
GovMLG,jan,5,0.61
GovMLG,feb,4,0.87
GovMLG,mar,3,1
GovMLG,apr,3,0.96
GovMLG,may,2,1
GovMLG,jun,2,1
GovMLG,jul,2,1
GovMLG,aug,2,1
GovMLG,sep,3,0.99
GovMLG,oct,3,0.74
GovMLG,nov,3,0.72
GovMLG,dec,4,0.95
GovMLG,y2020,2,1
GovMLG,_q1,3,0.95
GovMLG,_q2,2,1
GovMLG,_q3,2,1
GovMLG,_q4,2,1
NYGovCuomo,jan,5,0.69
NYGovCuomo,feb,4,1
NYGovCuomo,mar,5,0.53
NYGovCuomo,apr,4,0.97
NYGovCuomo,may,4,0.6
NYGovCuomo,jun,4,1
NYGovCuomo,jul,3,0.99
NYGovCuomo,aug,4,0.95
NYGovCuomo,sep,3,0.83
NYGovCuomo,oct,4,0.99
NYGovCuomo,nov,3,1
NYGovCuomo,dec,4,1
NYGovCuomo,y2020,5,1
NYGovCuomo,_q1,5,0.95
NYGovCuomo,_q2,4,0.92
NYGovCuomo,_q3,3,0.96
NYGovCuomo,_q4,4,0.48
NC_Governor,jan,4,1
NC_Governor,feb,5,0.53
NC_Governor,mar,3,0.87
NC_Governor,apr,4,0.72
NC_Governor,may,4,1
NC_Governor,jun,5,0.83
NC_Governor,jul,4,0.89
NC_Governor,aug,4,0.75
NC_Governor,sep,4,0.95
NC_Governor,oct,4,0.93
NC_Governor,nov,7,0.66
NC_Governor,dec,4,0.94
NC_Governor,y2020,3,1
NC_Governor,_q1,4,0.76
NC_Governor,_q2,3,1
NC_Governor,_q3,4,0.98
NC_Governor,_q4,4,0.99
DougBurgum,jan,5,0.62
DougBurgum,feb,5,0.62
DougBurgum,mar,4,1
DougBurgum,apr,4,0.92
DougBurgum,may,5,0.86
DougBurgum,jun,6,0.96
DougBurgum,jul,4,0.4
DougBurgum,aug,7,0.55
DougBurgum,sep,5,0.82
DougBurgum,oct,6,0.68
DougBurgum,nov,4,0.57
DougBurgum,dec,4,0.42
DougBurgum,y2020,4,0.75
DougBurgum,_q1,4,0.99
DougBurgum,_q2,3,0.88
DougBurgum,_q3,5,0.77
DougBurgum,_q4,4,0.55
GovStitt,jan,4,0.36
GovStitt,feb,4,0.52
GovStitt,mar,5,0.79
GovStitt,apr,4,0.5
GovStitt,may,4,0.39
GovStitt,jun,4,0.76
GovStitt,jul,4,0.97
GovStitt,aug,5,0.35
GovStitt,sep,4,0.77
GovStitt,oct,6,0.93
GovStitt,nov,5,0.86
GovStitt,dec,4,0.34
GovStitt,y2020,3,0.85
GovStitt,_q1,4,0.6
GovStitt,_q2,4,0.73
GovStitt,_q3,4,0.45
GovStitt,_q4,6,0.71
OregonGovBrown,jan,5,0.49
OregonGovBrown,feb,5,0.86
OregonGovBrown,mar,5,0.43
OregonGovBrown,apr,5,0.65
OregonGovBrown,may,4,0.87
OregonGovBrown,jun,4,0.81
OregonGovBrown,jul,4,0.4
OregonGovBrown,aug,4,0.71
OregonGovBrown,sep,6,0.66
OregonGovBrown,oct,5,0.89
OregonGovBrown,nov,5,0.47
OregonGovBrown,dec,5,0.73
OregonGovBrown,y2020,4,0.77
OregonGovBrown,_q1,4,0.43
OregonGovBrown,_q2,5,0.52
OregonGovBrown,_q3,4,0.86
OregonGovBrown,_q4,6,0.57
GovernorTomWolf,jan,5,0.38
GovernorTomWolf,feb,4,0.98
GovernorTomWolf,mar,5,0.98
GovernorTomWolf,apr,5,0.71
GovernorTomWolf,may,4,0.93
GovernorTomWolf,jun,4,0.6
GovernorTomWolf,jul,5,0.89
GovernorTomWolf,aug,4,0.48
GovernorTomWolf,sep,4,0.46
GovernorTomWolf,oct,3,1
GovernorTomWolf,nov,4,0.54
GovernorTomWolf,dec,5,0.93
GovernorTomWolf,y2020,4,1
GovernorTomWolf,_q1,4,0.6
GovernorTomWolf,_q2,4,0.99
GovernorTomWolf,_q3,4,0.84
GovernorTomWolf,_q4,3,1
GovRaimondo,jan,6,0.48
GovRaimondo,feb,5,1
GovRaimondo,mar,5,0.67
GovRaimondo,apr,4,0.89
GovRaimondo,may,5,0.73
GovRaimondo,jun,5,0.98
GovRaimondo,jul,4,0.93
GovRaimondo,aug,5,0.84
GovRaimondo,sep,5,0.78
GovRaimondo,oct,8,0.5
GovRaimondo,nov,6,0.45
GovRaimondo,dec,5,1
GovRaimondo,y2020,5,0.68
GovRaimondo,_q1,5,0.5
GovRaimondo,_q2,4,0.34
GovRaimondo,_q3,4,1
GovRaimondo,_q4,5,0.62
henrymcmaster,jan,6,0.76
henrymcmaster,feb,5,0.79
henrymcmaster,mar,4,0.41
henrymcmaster,apr,7,0.39
henrymcmaster,may,5,0.56
henrymcmaster,jun,6,0.83
henrymcmaster,jul,5,0.67
henrymcmaster,aug,5,0.87
henrymcmaster,sep,5,0.63
henrymcmaster,oct,6,0.65
henrymcmaster,nov,5,0.9
henrymcmaster,dec,10,0.86
henrymcmaster,y2020,5,0.58
henrymcmaster,_q1,5,0.68
henrymcmaster,_q2,5,0.73
henrymcmaster,_q3,5,0.78
henrymcmaster,_q4,5,0.51
govkristinoem,jan,4,0.44
govkristinoem,feb,5,0.52
govkristinoem,mar,7,0.42
govkristinoem,apr,4,0.61
govkristinoem,may,5,0.92
govkristinoem,jun,6,0.92
govkristinoem,jul,6,0.6
govkristinoem,aug,5,0.57
govkristinoem,sep,5,0.45
govkristinoem,oct,5,0.82
govkristinoem,nov,5,0.71
govkristinoem,dec,4,0.45
govkristinoem,y2020,4,0.58
govkristinoem,_q1,5,0.68
govkristinoem,_q2,4,0.8
govkristinoem,_q3,4,0.68
govkristinoem,_q4,4,0.44
GovBillLee,jan,5,0.38
GovBillLee,feb,4,0.83
GovBillLee,mar,4,0.35
GovBillLee,apr,4,0.5
GovBillLee,may,4,0.89
GovBillLee,jun,5,0.97
GovBillLee,jul,5,0.65
GovBillLee,aug,4,0.83
GovBillLee,sep,4,0.36
GovBillLee,oct,5,0.7
GovBillLee,nov,3,0.95
GovBillLee,dec,6,0.84
GovBillLee,y2020,4,0.98
GovBillLee,_q1,4,0.97
GovBillLee,_q2,4,0.97
GovBillLee,_q3,4,0.86
GovBillLee,_q4,3,0.93
GovAbbott,jan,4,0.78
GovAbbott,feb,4,0.83
GovAbbott,mar,4,0.48
GovAbbott,apr,4,0.41
GovAbbott,may,7,0.86
GovAbbott,jun,7,0.83
GovAbbott,jul,6,0.92
GovAbbott,aug,5,0.66
GovAbbott,sep,5,0.82
GovAbbott,oct,6,0.99
GovAbbott,nov,5,0.58
GovAbbott,dec,5,0.69
GovAbbott,y2020,4,0.95
GovAbbott,_q1,3,0.94
GovAbbott,_q2,4,0.59
GovAbbott,_q3,4,0.6
GovAbbott,_q4,4,0.63
GovHerbert,jan,5,0.87
GovHerbert,feb,6,0.65
GovHerbert,mar,6,0.82
GovHerbert,apr,4,0.39
GovHerbert,may,5,0.56
GovHerbert,jun,4,0.9
GovHerbert,jul,5,0.63
GovHerbert,aug,5,0.94
GovHerbert,sep,5,0.72
GovHerbert,oct,4,0.42
GovHerbert,nov,5,0.54
GovHerbert,dec,6,0.61
GovHerbert,y2020,4,0.49
GovHerbert,_q1,5,0.73
GovHerbert,_q2,5,0.5
GovHerbert,_q3,5,0.8
GovHerbert,_q4,4,0.91
GovPhilScott,jan,4,0.63
GovPhilScott,feb,5,0.67
GovPhilScott,mar,5,0.46
GovPhilScott,apr,4,0.99
GovPhilScott,may,4,0.85
GovPhilScott,jun,4,0.82
GovPhilScott,jul,4,0.87
GovPhilScott,aug,5,0.69
GovPhilScott,sep,4,0.72
GovPhilScott,oct,4,0.4
GovPhilScott,nov,5,0.46
GovPhilScott,dec,4,0.78
GovPhilScott,y2020,4,0.56
GovPhilScott,_q1,4,0.93
GovPhilScott,_q2,4,0.75
GovPhilScott,_q3,3,0.65
GovPhilScott,_q4,4,0.88
GovernorVA,jan,5,0.6
GovernorVA,feb,6,0.69
GovernorVA,mar,4,0.86
GovernorVA,apr,4,0.47
GovernorVA,may,4,0.87
GovernorVA,jun,5,0.56
GovernorVA,jul,4,0.96
GovernorVA,aug,5,0.93
GovernorVA,sep,5,0.51
GovernorVA,oct,4,0.94
GovernorVA,nov,5,0.78
GovernorVA,dec,5,0.65
GovernorVA,y2020,4,0.69
GovernorVA,_q1,4,0.87
GovernorVA,_q2,4,0.71
GovernorVA,_q3,4,0.63
GovernorVA,_q4,4,0.7
GovInslee,jan,4,0.65
GovInslee,feb,4,0.57
GovInslee,mar,4,0.97
GovInslee,apr,4,0.82
GovInslee,may,5,0.82
GovInslee,jun,5,0.44
GovInslee,jul,4,0.72
GovInslee,aug,6,0.56
GovInslee,sep,5,0.4
GovInslee,oct,5,0.93
GovInslee,nov,6,0.98
GovInslee,dec,5,0.58
GovInslee,y2020,4,0.68
GovInslee,_q1,4,0.6
GovInslee,_q2,4,0.89
GovInslee,_q3,4,0.72
GovInslee,_q4,5,0.82
GovEvers,jan,5,0.89
GovEvers,feb,5,0.63
GovEvers,mar,5,0.4
GovEvers,apr,5,0.82
GovEvers,may,4,0.44
GovEvers,jun,5,0.93
GovEvers,jul,4,0.85
GovEvers,aug,5,0.43
GovEvers,sep,5,0.65
GovEvers,oct,4,0.59
GovEvers,nov,5,0.59
GovEvers,dec,5,0.4
GovEvers,y2020,3,0.99
GovEvers,_q1,4,0.8
GovEvers,_q2,4,0.41
GovEvers,_q3,4,0.57
GovEvers,_q4,4,0.63
GovernorGordon,jan,6,0.58
GovernorGordon,feb,7,0.81
GovernorGordon,mar,4,0.66
GovernorGordon,apr,4,0.99
GovernorGordon,may,4,0.97
GovernorGordon,jun,7,0.78
GovernorGordon,jul,7,0.68
GovernorGordon,aug,6,0.68
GovernorGordon,sep,4,0.68
GovernorGordon,oct,7,1
GovernorGordon,nov,6,0.86
GovernorGordon,dec,7,1
GovernorGordon,y2020,3,0.88
GovernorGordon,_q1,4,0.58
GovernorGordon,_q2,4,0.43
GovernorGordon,_q3,4,0.8
GovernorGordon,_q4,6,0.61
JimJusticeWV,jan,5,0.83
JimJusticeWV,feb,4,0.84
JimJusticeWV,mar,4,0.91
JimJusticeWV,apr,5,0.56
JimJusticeWV,may,5,0.88
JimJusticeWV,jun,5,0.94
JimJusticeWV,jul,4,0.88
JimJusticeWV,aug,3,1
JimJusticeWV,sep,6,0.71
JimJusticeWV,oct,5,0.63
JimJusticeWV,nov,5,0.34
JimJusticeWV,y2020,4,0.79
JimJusticeWV,_q1,4,1
JimJusticeWV,_q2,4,0.76
JimJusticeWV,_q3,4,1
JimJusticeWV,_q4,5,0.97
GovWhitmer,jan,6,0.63
GovWhitmer,mar,5,0.85
GovWhitmer,apr,5,0.54
GovWhitmer,may,6,0.77
GovWhitmer,jun,6,0.83
GovWhitmer,jul,7,0.63
GovWhitmer,aug,7,0.56
GovWhitmer,sep,4,1
GovWhitmer,oct,8,0.8
GovWhitmer,nov,7,1
GovWhitmer,dec,7,0.73
GovWhitmer,y2020,4,0.69
GovWhitmer,_q1,4,0.35
GovWhitmer,_q2,5,0.6
GovWhitmer,_q3,4,0.43
GovWhitmer,_q4,5,0.67
LarryHogan,jan,8,0.44
LarryHogan,feb,5,0.4
LarryHogan,mar,7,0.86
LarryHogan,apr,9,0.82
LarryHogan,may,5,0.43
LarryHogan,jun,8,0.69
LarryHogan,jul,9,0.76
LarryHogan,sep,6,1
LarryHogan,oct,5,0.89
LarryHogan,nov,5,0.77
LarryHogan,dec,6,0.78
LarryHogan,y2020,4,1
LarryHogan,_q1,5,1
LarryHogan,_q2,5,0.39
LarryHogan,_q3,6,0.88
LarryHogan,_q4,5,0.63
GovJanetMills,jan,5,0.92
GovJanetMills,feb,6,0.85
GovJanetMills,mar,4,0.62
GovJanetMills,apr,6,0.63
GovJanetMills,may,5,0.59
GovJanetMills,jun,4,0.99
GovJanetMills,jul,5,0.37
GovJanetMills,sep,8,0.69
GovJanetMills,nov,6,0.55
GovJanetMills,dec,5,1
GovJanetMills,y2020,4,0.83
GovJanetMills,_q1,5,0.6
GovJanetMills,_q2,4,0.5
GovJanetMills,_q3,5,0.56
GovJanetMills,_q4,5,0.73
GovofCO,jan,4,0.37
GovofCO,feb,5,0.74
GovofCO,mar,4,0.79
GovofCO,apr,5,0.41
GovofCO,may,8,0.55
GovofCO,jun,7,0.89
GovofCO,aug,9,1
GovofCO,sep,9,0.99
GovofCO,oct,6,0.69
GovofCO,nov,6,0.4
GovofCO,dec,6,0.35
GovofCO,y2020,4,0.85
GovofCO,_q1,5,0.72
GovofCO,_q2,5,0.86
GovofCO,_q3,6,0.64
GovofCO,_q4,5,0.49
SenShelby,jan,6,0.74
SenShelby,feb,7,0.73
SenShelby,mar,4,0.67
SenShelby,apr,4,0.38
SenShelby,may,4,0.97
SenShelby,jun,6,0.57
SenShelby,jul,6,0.35
SenShelby,aug,7,0.88
SenShelby,sep,5,0.8
SenShelby,oct,4,0.98
SenShelby,nov,6,1
SenShelby,dec,6,0.86
SenShelby,y2020,4,0.73
SenShelby,_q1,5,0.72
SenShelby,_q2,5,0.82
SenShelby,_q3,4,0.51
SenShelby,_q4,4,0.83
lisamurkowski,jan,6,0.74
lisamurkowski,feb,4,0.73
lisamurkowski,mar,4,0.74
lisamurkowski,apr,4,0.61
lisamurkowski,may,4,0.98
lisamurkowski,jun,4,0.54
lisamurkowski,jul,4,0.57
lisamurkowski,aug,6,0.57
lisamurkowski,sep,4,0.36
lisamurkowski,oct,4,0.83
lisamurkowski,nov,5,0.75
lisamurkowski,dec,4,0.81
lisamurkowski,y2020,4,0.53
lisamurkowski,_q1,4,0.48
lisamurkowski,_q2,3,0.94
lisamurkowski,_q3,4,0.44
lisamurkowski,_q4,4,0.81
SenDanSullivan,jan,5,0.58
SenDanSullivan,feb,5,0.78
SenDanSullivan,mar,4,0.43
SenDanSullivan,apr,4,0.96
SenDanSullivan,may,4,0.4
SenDanSullivan,jun,5,0.45
SenDanSullivan,jul,4,0.83
SenDanSullivan,aug,7,0.84
SenDanSullivan,sep,5,0.92
SenDanSullivan,oct,6,0.98
SenDanSullivan,nov,8,0.69
SenDanSullivan,dec,6,0.37
SenDanSullivan,y2020,4,1
SenDanSullivan,_q1,4,0.8
SenDanSullivan,_q2,3,1
SenDanSullivan,_q3,6,0.76
SenDanSullivan,_q4,5,0.35
SenatorSinema,jan,3,0.8
SenatorSinema,feb,4,0.96
SenatorSinema,mar,3,0.98
SenatorSinema,apr,4,0.9
SenatorSinema,may,4,0.47
SenatorSinema,jun,5,0.84
SenatorSinema,jul,5,0.91
SenatorSinema,aug,5,1
SenatorSinema,sep,4,0.72
SenatorSinema,oct,5,0.67
SenatorSinema,nov,4,0.6
SenatorSinema,dec,4,0.77
SenatorSinema,y2020,4,0.36
SenatorSinema,_q1,3,1
SenatorSinema,_q2,4,0.85
SenatorSinema,_q3,4,0.52
SenatorSinema,_q4,3,1
JohnBoozman,jan,5,0.34
JohnBoozman,feb,5,0.38
JohnBoozman,mar,3,0.96
JohnBoozman,apr,5,0.84
JohnBoozman,may,4,0.6
JohnBoozman,jun,2,1
JohnBoozman,jul,5,0.7
JohnBoozman,aug,5,0.79
JohnBoozman,sep,5,0.75
JohnBoozman,oct,5,0.79
JohnBoozman,nov,5,0.48
JohnBoozman,dec,6,0.74
JohnBoozman,y2020,4,0.69
JohnBoozman,_q1,4,0.66
JohnBoozman,_q2,4,0.52
JohnBoozman,_q3,4,0.55
JohnBoozman,_q4,5,0.54
SenTomCotton,jan,5,0.64
SenTomCotton,feb,5,0.66
SenTomCotton,mar,6,0.47
SenTomCotton,apr,5,0.52
SenTomCotton,may,6,0.89
SenTomCotton,jun,5,0.87
SenTomCotton,jul,9,0.92
SenTomCotton,aug,7,0.61
SenTomCotton,sep,5,0.74
SenTomCotton,oct,7,0.43
SenTomCotton,nov,7,0.95
SenTomCotton,dec,5,0.72
SenTomCotton,y2020,4,0.94
SenTomCotton,_q1,4,0.78
SenTomCotton,_q2,6,0.81
SenTomCotton,_q3,5,0.91
SenTomCotton,_q4,7,0.72
SenFeinstein,jan,4,0.69
SenFeinstein,feb,5,0.39
SenFeinstein,mar,4,0.39
SenFeinstein,apr,4,0.82
SenFeinstein,may,6,0.74
SenFeinstein,jun,5,0.72
SenFeinstein,jul,4,0.71
SenFeinstein,aug,3,1
SenFeinstein,sep,3,0.97
SenFeinstein,oct,4,0.57
SenFeinstein,nov,6,0.36
SenFeinstein,dec,6,0.98
SenFeinstein,y2020,4,0.39
SenFeinstein,_q1,4,0.78
SenFeinstein,_q2,5,0.83
SenFeinstein,_q3,3,1
SenFeinstein,_q4,3,0.81
KamalaHarris,jan,4,0.67
KamalaHarris,feb,6,0.6
KamalaHarris,mar,5,0.38
KamalaHarris,apr,4,0.74
KamalaHarris,may,5,0.85
KamalaHarris,jun,4,0.7
KamalaHarris,jul,4,0.79
KamalaHarris,aug,4,0.66
KamalaHarris,sep,4,0.37
KamalaHarris,oct,4,0.38
KamalaHarris,nov,4,0.73
KamalaHarris,dec,4,0.65
KamalaHarris,y2020,4,0.69
KamalaHarris,_q1,5,0.68
KamalaHarris,_q2,5,0.88
KamalaHarris,_q3,4,0.5
KamalaHarris,_q4,4,0.85
SenatorBennet,jan,5,0.83
SenatorBennet,feb,6,0.7
SenatorBennet,mar,4,0.8
SenatorBennet,apr,5,0.67
SenatorBennet,may,4,0.54
SenatorBennet,jun,4,0.86
SenatorBennet,jul,4,0.83
SenatorBennet,aug,5,0.36
SenatorBennet,sep,4,0.85
SenatorBennet,oct,5,0.96
SenatorBennet,nov,4,0.97
SenatorBennet,dec,5,0.63
SenatorBennet,y2020,4,0.69
SenatorBennet,_q1,4,0.63
SenatorBennet,_q2,4,0.75
SenatorBennet,_q3,4,0.4
SenatorBennet,_q4,4,0.34
SenBlumenthal,jan,4,0.38
SenBlumenthal,feb,5,0.55
SenBlumenthal,mar,4,0.94
SenBlumenthal,apr,4,0.73
SenBlumenthal,may,4,0.49
SenBlumenthal,jun,4,0.76
SenBlumenthal,jul,5,0.92
SenBlumenthal,aug,5,0.66
SenBlumenthal,sep,5,0.53
SenBlumenthal,oct,4,0.64
SenBlumenthal,nov,6,0.73
SenBlumenthal,dec,5,0.61
SenBlumenthal,y2020,3,0.66
SenBlumenthal,_q1,4,0.6
SenBlumenthal,_q2,4,0.95
SenBlumenthal,_q3,4,0.91
SenBlumenthal,_q4,4,0.57
ChrisCoons,jan,5,0.76
ChrisCoons,feb,5,0.71
ChrisCoons,mar,4,0.94
ChrisCoons,apr,4,0.74
ChrisCoons,may,4,0.71
ChrisCoons,jun,5,0.41
ChrisCoons,jul,5,0.67
ChrisCoons,aug,3,0.9
ChrisCoons,sep,4,0.47
ChrisCoons,oct,4,0.88
ChrisCoons,nov,5,0.81
ChrisCoons,dec,5,0.74
ChrisCoons,y2020,3,0.67
ChrisCoons,_q1,4,0.7
ChrisCoons,_q2,4,0.38
ChrisCoons,_q3,4,0.59
ChrisCoons,_q4,3,0.84
SenRubioPress,jan,4,0.72
SenRubioPress,feb,3,0.68
SenRubioPress,mar,4,0.6
