handle,period,num_communities,pct
DonDavies,dec,5,0.37
DonDavies,y2020,2,1
DonDavies,_q1,4,0.62
DonDavies,_q2,3,1
DonDavies,_q3,5,0.72
DonDavies,_q4,4,0.95
ToddDohertyMP,jan,7,0.89
ToddDohertyMP,feb,7,0.86
ToddDohertyMP,mar,7,0.99
ToddDohertyMP,apr,9,0.95
ToddDohertyMP,may,12,0.88
ToddDohertyMP,jun,6,0.47
ToddDohertyMP,jul,11,0.94
ToddDohertyMP,aug,9,0.78
ToddDohertyMP,sep,8,0.97
ToddDohertyMP,oct,6,0.67
ToddDohertyMP,nov,5,0.39
ToddDohertyMP,dec,10,0.91
ToddDohertyMP,y2020,4,0.91
ToddDohertyMP,_q1,7,0.75
ToddDohertyMP,_q2,6,0.47
ToddDohertyMP,_q3,8,0.83
ToddDohertyMP,_q4,5,0.62
KerryLynneFindl,jan,12,1
KerryLynneFindl,feb,15,1
KerryLynneFindl,mar,13,0.8
KerryLynneFindl,apr,5,0.65
KerryLynneFindl,may,6,0.43
KerryLynneFindl,jun,11,0.92
KerryLynneFindl,jul,12,0.39
KerryLynneFindl,aug,8,0.87
KerryLynneFindl,oct,13,0.97
KerryLynneFindl,nov,10,1
KerryLynneFindl,y2020,6,0.59
KerryLynneFindl,_q1,11,0.47
KerryLynneFindl,_q2,8,0.37
KerryLynneFindl,_q3,8,0.66
KerryLynneFindl,_q4,12,0.87
r_garrison,mar,7,0.88
r_garrison,apr,9,0.9
r_garrison,may,8,0.97
r_garrison,jun,6,0.39
r_garrison,aug,7,0.92
r_garrison,sep,8,0.92
r_garrison,oct,7,0.34
r_garrison,nov,8,1
r_garrison,dec,5,0.58
r_garrison,y2020,5,0.79
r_garrison,_q1,8,0.71
r_garrison,_q2,4,0.42
r_garrison,_q3,8,0.98
r_garrison,_q4,7,0.94
KenHardie,jan,11,0.7
KenHardie,feb,7,0.63
KenHardie,mar,6,0.46
KenHardie,apr,9,0.99
KenHardie,may,10,1
KenHardie,jun,10,0.79
KenHardie,jul,8,0.96
KenHardie,aug,10,0.78
KenHardie,sep,12,0.66
KenHardie,oct,11,0.6
KenHardie,nov,14,0.85
KenHardie,dec,10,0.74
KenHardie,y2020,5,0.41
KenHardie,_q1,6,0.67
KenHardie,_q2,7,0.74
KenHardie,_q3,8,0.71
KenHardie,_q4,7,0.37
GordJohns,mar,6,0.45
GordJohns,apr,4,0.81
GordJohns,may,4,0.8
GordJohns,jun,7,0.93
GordJohns,aug,5,0.38
GordJohns,sep,7,0.84
GordJohns,oct,6,0.96
GordJohns,nov,6,0.63
GordJohns,dec,7,0.76
GordJohns,y2020,4,0.64
GordJohns,_q1,6,0.94
GordJohns,_q2,4,0.48
GordJohns,_q3,5,0.5
GordJohns,_q4,4,0.63
JennyKwanBC,jan,6,0.65
JennyKwanBC,feb,6,0.64
JennyKwanBC,mar,6,0.97
JennyKwanBC,apr,5,0.9
JennyKwanBC,may,5,0.89
JennyKwanBC,jun,10,0.65
JennyKwanBC,jul,7,0.45
JennyKwanBC,aug,6,0.82
JennyKwanBC,sep,5,0.39
JennyKwanBC,oct,5,0.58
JennyKwanBC,nov,4,0.79
JennyKwanBC,dec,6,0.82
JennyKwanBC,y2020,4,0.51
JennyKwanBC,_q1,4,0.69
JennyKwanBC,_q2,4,0.39
JennyKwanBC,_q3,4,0.57
JennyKwanBC,_q4,5,0.91
AMacGregor4CML,jan,15,0.76
AMacGregor4CML,feb,11,0.86
AMacGregor4CML,mar,6,0.38
AMacGregor4CML,apr,10,0.36
AMacGregor4CML,may,6,0.77
AMacGregor4CML,jun,10,0.74
AMacGregor4CML,jul,11,1
AMacGregor4CML,aug,12,0.82
AMacGregor4CML,sep,10,0.84
AMacGregor4CML,oct,4,0.9
AMacGregor4CML,nov,12,0.62
AMacGregor4CML,dec,12,1
AMacGregor4CML,y2020,4,0.53
AMacGregor4CML,_q1,6,0.65
AMacGregor4CML,_q2,5,0.67
AMacGregor4CML,_q3,6,0.38
AMacGregor4CML,_q4,6,0.7
paulmanly,jan,7,0.66
paulmanly,feb,5,0.6
paulmanly,mar,3,0.87
paulmanly,apr,5,0.83
paulmanly,may,4,0.43
paulmanly,jun,4,0.45
paulmanly,jul,8,0.68
paulmanly,aug,7,0.99
paulmanly,sep,8,0.71
paulmanly,oct,6,0.72
paulmanly,nov,6,0.44
paulmanly,dec,8,0.37
paulmanly,y2020,3,0.83
paulmanly,_q1,6,0.77
paulmanly,_q2,4,0.8
paulmanly,_q3,5,0.98
paulmanly,_q4,5,0.38
Cathy_McLeod,jan,11,0.36
Cathy_McLeod,feb,8,0.62
Cathy_McLeod,mar,6,0.53
Cathy_McLeod,apr,7,0.4
Cathy_McLeod,may,9,0.61
Cathy_McLeod,jun,13,0.64
Cathy_McLeod,jul,12,1
Cathy_McLeod,aug,13,0.86
Cathy_McLeod,sep,11,0.96
Cathy_McLeod,oct,7,0.99
Cathy_McLeod,nov,15,0.77
Cathy_McLeod,dec,13,1
Cathy_McLeod,y2020,6,0.6
Cathy_McLeod,_q1,7,0.6
Cathy_McLeod,_q2,6,0.5
Cathy_McLeod,_q3,8,0.99
Cathy_McLeod,_q4,7,0.83
JoyceMurray,jan,11,0.65
JoyceMurray,feb,6,0.58
JoyceMurray,mar,5,0.82
JoyceMurray,apr,4,0.4
JoyceMurray,may,8,0.83
JoyceMurray,jun,4,0.78
JoyceMurray,jul,8,0.87
JoyceMurray,aug,5,0.85
JoyceMurray,sep,6,0.36
JoyceMurray,oct,5,0.96
JoyceMurray,nov,6,0.7
JoyceMurray,dec,6,0.49
JoyceMurray,y2020,4,0.62
JoyceMurray,_q1,5,0.54
JoyceMurray,_q2,5,0.67
JoyceMurray,_q3,4,1
JoyceMurray,_q4,4,0.79
CQualtro,jan,8,0.79
CQualtro,feb,5,0.67
CQualtro,mar,5,0.55
CQualtro,apr,6,0.64
CQualtro,may,6,0.76
CQualtro,jun,6,0.59
CQualtro,jul,5,0.91
CQualtro,aug,5,0.81
CQualtro,sep,4,0.39
CQualtro,oct,5,0.5
CQualtro,nov,4,0.8
CQualtro,dec,5,0.75
CQualtro,y2020,4,0.96
CQualtro,_q1,4,0.64
CQualtro,_q2,5,0.63
CQualtro,_q3,4,0.85
CQualtro,_q4,4,0.66
HarjitSajjan,jan,4,0.96
HarjitSajjan,feb,4,0.76
HarjitSajjan,mar,4,0.72
HarjitSajjan,apr,4,0.44
HarjitSajjan,may,4,0.8
HarjitSajjan,jun,5,0.46
HarjitSajjan,jul,5,0.59
HarjitSajjan,aug,4,0.35
HarjitSajjan,sep,5,0.68
HarjitSajjan,oct,6,0.9
HarjitSajjan,nov,4,0.88
HarjitSajjan,dec,5,0.59
HarjitSajjan,y2020,4,0.99
HarjitSajjan,_q1,3,0.95
HarjitSajjan,_q2,4,0.82
HarjitSajjan,_q3,4,0.99
HarjitSajjan,_q4,5,0.93
randeepssarai,jan,6,0.84
randeepssarai,feb,5,0.95
randeepssarai,mar,5,0.34
randeepssarai,apr,5,0.86
randeepssarai,may,5,0.35
randeepssarai,jun,8,1
randeepssarai,jul,5,0.46
randeepssarai,aug,5,0.92
randeepssarai,sep,6,0.81
randeepssarai,oct,7,0.59
randeepssarai,nov,9,0.75
randeepssarai,dec,7,0.39
randeepssarai,y2020,4,0.35
randeepssarai,_q1,5,0.94
randeepssarai,_q2,5,0.46
randeepssarai,_q3,5,0.41
randeepssarai,_q4,5,0.47
markstrahl,jan,9,0.82
markstrahl,feb,6,1
markstrahl,mar,9,0.72
markstrahl,apr,8,1
markstrahl,may,7,0.99
markstrahl,jun,6,0.87
markstrahl,jul,6,0.39
markstrahl,aug,10,0.6
markstrahl,sep,7,0.45
markstrahl,oct,5,1
markstrahl,nov,6,0.82
markstrahl,dec,5,0.39
markstrahl,y2020,4,0.46
markstrahl,_q1,8,0.78
markstrahl,_q2,5,0.99
markstrahl,_q3,7,0.51
markstrahl,_q4,5,0.95
BradleyVis,feb,9,1
BradleyVis,mar,7,0.62
BradleyVis,apr,8,0.68
BradleyVis,may,5,0.53
BradleyVis,jun,10,0.72
BradleyVis,jul,12,0.93
BradleyVis,aug,5,1
BradleyVis,sep,11,0.35
BradleyVis,oct,12,0.87
BradleyVis,nov,6,0.61
BradleyVis,dec,10,0.72
BradleyVis,y2020,6,0.54
BradleyVis,_q1,7,0.55
BradleyVis,_q2,6,0.73
BradleyVis,_q3,5,0.94
BradleyVis,_q4,6,0.79
JonathanWNV,jan,5,0.64
JonathanWNV,feb,5,0.36
JonathanWNV,mar,5,0.78
JonathanWNV,apr,4,0.96
JonathanWNV,may,6,0.46
JonathanWNV,jun,5,0.69
JonathanWNV,jul,5,0.39
JonathanWNV,aug,5,0.62
JonathanWNV,sep,5,0.72
JonathanWNV,oct,4,0.82
JonathanWNV,nov,4,0.5
JonathanWNV,dec,4,0.98
JonathanWNV,y2020,4,0.65
JonathanWNV,_q1,4,0.63
JonathanWNV,_q2,5,0.64
JonathanWNV,_q3,4,0.79
JonathanWNV,_q4,4,0.7
Puglaas,jan,7,0.54
Puglaas,feb,9,0.75
Puglaas,mar,4,0.53
Puglaas,apr,9,0.51
Puglaas,may,10,0.41
Puglaas,jun,8,0.61
Puglaas,jul,7,0.92
Puglaas,aug,13,0.64
Puglaas,sep,9,1
Puglaas,oct,8,0.46
Puglaas,nov,7,0.36
Puglaas,dec,13,0.67
Puglaas,y2020,4,0.8
Puglaas,_q1,5,0.49
Puglaas,_q2,6,0.85
Puglaas,_q3,7,0.72
Puglaas,_q4,5,0.41
bobzimmermp,jan,7,0.69
bobzimmermp,feb,12,0.38
bobzimmermp,mar,7,0.98
bobzimmermp,apr,9,1
bobzimmermp,may,4,0.34
bobzimmermp,jun,10,0.93
bobzimmermp,jul,9,0.59
bobzimmermp,aug,12,1
bobzimmermp,sep,12,1
bobzimmermp,oct,10,0.72
bobzimmermp,nov,8,0.88
bobzimmermp,dec,16,0.95
bobzimmermp,y2020,5,0.84
bobzimmermp,_q1,6,0.91
bobzimmermp,_q2,7,0.81
bobzimmermp,_q3,8,0.44
bobzimmermp,_q4,8,0.48
nikiashton,jan,7,0.61
nikiashton,feb,6,0.57
nikiashton,mar,5,0.72
nikiashton,apr,3,0.95
nikiashton,may,4,0.92
nikiashton,jun,5,0.46
nikiashton,jul,10,0.83
nikiashton,aug,9,0.44
nikiashton,sep,5,0.94
nikiashton,oct,4,0.57
nikiashton,nov,4,0.79
nikiashton,dec,5,1
nikiashton,y2020,3,0.99
nikiashton,_q1,5,0.71
nikiashton,_q2,3,1
nikiashton,_q3,5,0.39
nikiashton,_q4,5,0.39
CandiceBergenMP,feb,7,0.97
CandiceBergenMP,mar,6,0.97
CandiceBergenMP,apr,9,0.88
CandiceBergenMP,jun,8,0.34
CandiceBergenMP,jul,10,0.36
CandiceBergenMP,aug,5,0.99
CandiceBergenMP,sep,6,1
CandiceBergenMP,oct,5,1
CandiceBergenMP,nov,10,1
CandiceBergenMP,y2020,4,0.4
CandiceBergenMP,_q1,4,0.52
CandiceBergenMP,_q2,4,0.39
CandiceBergenMP,_q3,7,0.55
CandiceBergenMP,_q4,9,1
jamesbezan,jan,5,0.36
jamesbezan,feb,5,0.86
jamesbezan,mar,5,0.75
jamesbezan,apr,5,0.48
jamesbezan,may,5,0.81
jamesbezan,jun,5,0.39
jamesbezan,jul,6,0.95
jamesbezan,aug,6,0.8
jamesbezan,sep,10,0.93
jamesbezan,oct,8,0.78
jamesbezan,nov,4,0.44
jamesbezan,dec,7,0.48
jamesbezan,y2020,4,0.79
jamesbezan,_q1,4,0.37
jamesbezan,_q2,5,0.54
jamesbezan,_q3,5,0.71
jamesbezan,_q4,5,0.75
RaquelDancho,jan,7,0.75
RaquelDancho,feb,4,0.48
RaquelDancho,mar,5,0.69
RaquelDancho,apr,4,0.97
RaquelDancho,may,7,0.93
RaquelDancho,jun,7,0.5
RaquelDancho,jul,5,0.75
RaquelDancho,aug,6,0.72
RaquelDancho,sep,4,0.75
RaquelDancho,oct,6,0.74
RaquelDancho,nov,6,0.86
RaquelDancho,dec,7,0.8
RaquelDancho,y2020,3,0.71
RaquelDancho,_q1,4,0.64
RaquelDancho,_q2,4,0.75
RaquelDancho,_q3,4,0.9
RaquelDancho,_q4,4,0.45
TerryDuguid,jan,6,0.53
TerryDuguid,feb,5,0.99
TerryDuguid,mar,6,1
TerryDuguid,apr,5,0.95
TerryDuguid,may,6,0.61
TerryDuguid,sep,5,0.89
TerryDuguid,oct,6,0.36
TerryDuguid,nov,6,0.48
TerryDuguid,dec,5,1
TerryDuguid,y2020,5,0.61
TerryDuguid,_q1,6,0.35
TerryDuguid,_q2,4,0.39
TerryDuguid,_q3,6,0.94
TerryDuguid,_q4,5,0.68
LarryMaguireMP,jan,6,0.7
LarryMaguireMP,feb,7,0.74
LarryMaguireMP,mar,7,0.55
LarryMaguireMP,apr,6,0.8
LarryMaguireMP,may,5,1
LarryMaguireMP,aug,7,0.62
LarryMaguireMP,sep,6,0.43
LarryMaguireMP,oct,8,0.84
LarryMaguireMP,nov,9,0.84
LarryMaguireMP,y2020,6,0.63
LarryMaguireMP,_q1,7,0.59
LarryMaguireMP,_q2,5,1
LarryMaguireMP,_q3,5,0.47
LarryMaguireMP,_q4,7,0.72
marty_morantz,jan,7,0.71
marty_morantz,feb,6,0.47
marty_morantz,mar,5,0.43
marty_morantz,apr,5,0.5
marty_morantz,may,6,0.8
marty_morantz,jun,6,0.66
marty_morantz,jul,7,0.81
marty_morantz,aug,8,0.99
marty_morantz,sep,6,0.9
marty_morantz,oct,6,0.96
marty_morantz,nov,5,0.65
marty_morantz,dec,6,0.98
marty_morantz,y2020,5,0.7
marty_morantz,_q1,5,0.52
marty_morantz,_q2,5,0.74
marty_morantz,_q3,5,0.57
marty_morantz,_q4,5,0.86
stbstvdan,jan,7,0.45
stbstvdan,feb,5,0.82
stbstvdan,mar,5,0.48
stbstvdan,apr,5,0.8
stbstvdan,may,4,0.35
stbstvdan,jun,5,0.76
stbstvdan,jul,5,0.63
stbstvdan,aug,5,0.51
stbstvdan,sep,6,0.61
stbstvdan,oct,5,0.85
stbstvdan,nov,4,0.35
stbstvdan,dec,6,0.89
stbstvdan,y2020,3,0.78
stbstvdan,_q1,4,0.36
stbstvdan,_q2,4,0.73
stbstvdan,_q3,4,0.55
stbstvdan,_q4,5,0.63
JenicaAtwin,jan,10,1
JenicaAtwin,feb,7,0.98
JenicaAtwin,mar,12,0.5
JenicaAtwin,apr,6,0.64
JenicaAtwin,may,10,0.88
JenicaAtwin,jun,10,1
JenicaAtwin,jul,12,1
JenicaAtwin,aug,7,0.71
JenicaAtwin,sep,4,0.79
JenicaAtwin,oct,7,0.73
JenicaAtwin,nov,7,0.46
JenicaAtwin,dec,10,0.61
JenicaAtwin,y2020,5,0.81
JenicaAtwin,_q1,2,1
JenicaAtwin,_q2,6,0.56
JenicaAtwin,_q3,4,0.37
JenicaAtwin,_q4,5,0.91
DLeBlancNB,feb,5,0.63
DLeBlancNB,mar,3,0.99
DLeBlancNB,apr,2,1
DLeBlancNB,may,3,0.64
DLeBlancNB,jun,4,0.43
DLeBlancNB,jul,5,0.91
DLeBlancNB,aug,4,0.62
DLeBlancNB,sep,4,0.63
DLeBlancNB,oct,4,0.69
DLeBlancNB,nov,5,0.34
DLeBlancNB,dec,4,0.47
DLeBlancNB,y2020,3,0.99
DLeBlancNB,_q1,3,0.99
DLeBlancNB,_q2,3,1
DLeBlancNB,_q3,3,0.79
DLeBlancNB,_q4,3,0.66
WayneLongSJ,sep,6,0.89
WayneLongSJ,oct,10,0.96
WayneLongSJ,nov,8,0.47
WayneLongSJ,dec,8,0.97
WayneLongSJ,y2020,6,0.44
WayneLongSJ,_q4,7,0.75
JohnWilliamson_,feb,10,0.98
JohnWilliamson_,mar,7,0.48
JohnWilliamson_,apr,7,0.78
JohnWilliamson_,may,7,0.95
JohnWilliamson_,jul,6,0.77
JohnWilliamson_,aug,4,0.54
JohnWilliamson_,sep,9,0.76
JohnWilliamson_,oct,6,1
JohnWilliamson_,nov,8,0.36
JohnWilliamson_,dec,6,1
JohnWilliamson_,y2020,4,0.43
JohnWilliamson_,_q1,6,0.84
JohnWilliamson_,_q2,5,0.62
JohnWilliamson_,_q3,4,0.93
JohnWilliamson_,_q4,4,0.82
JackHarrisNDP,jan,9,0.91
JackHarrisNDP,feb,7,1
JackHarrisNDP,mar,11,0.93
JackHarrisNDP,apr,8,0.76
JackHarrisNDP,may,6,0.98
JackHarrisNDP,jun,5,0.83
JackHarrisNDP,jul,9,1
JackHarrisNDP,aug,9,1
JackHarrisNDP,sep,5,0.54
JackHarrisNDP,oct,9,0.63
JackHarrisNDP,nov,6,0.68
JackHarrisNDP,dec,10,0.36
JackHarrisNDP,y2020,5,0.62
JackHarrisNDP,_q1,7,0.6
JackHarrisNDP,_q2,5,0.83
JackHarrisNDP,_q3,7,0.58
JackHarrisNDP,_q4,5,0.52
Gudie,jan,7,0.64
Gudie,feb,6,0.82
Gudie,mar,5,0.53
Gudie,apr,10,0.96
Gudie,jul,7,1
Gudie,sep,8,0.35
Gudie,nov,6,0.87
Gudie,dec,8,0.82
Gudie,y2020,4,0.57
Gudie,_q1,6,0.89
Gudie,_q2,12,0.85
Gudie,_q3,8,0.82
Gudie,_q4,5,0.74
YvonneJJones,jan,8,0.81
YvonneJJones,feb,5,0.49
YvonneJJones,mar,4,0.77
YvonneJJones,apr,4,1
YvonneJJones,may,6,0.74
YvonneJJones,jul,5,0.35
YvonneJJones,aug,5,0.41
YvonneJJones,sep,5,0.72
YvonneJJones,oct,5,0.74
YvonneJJones,nov,5,0.85
YvonneJJones,dec,7,0.91
YvonneJJones,y2020,4,0.64
YvonneJJones,_q1,4,0.79
YvonneJJones,_q2,4,0.54
YvonneJJones,_q3,5,0.62
YvonneJJones,_q4,5,0.66
MMcLeodNWT,feb,8,0.65
MMcLeodNWT,mar,6,0.94
MMcLeodNWT,apr,6,0.85
MMcLeodNWT,may,6,0.95
MMcLeodNWT,jun,5,0.47
MMcLeodNWT,jul,5,0.89
MMcLeodNWT,sep,6,0.49
MMcLeodNWT,oct,7,0.64
MMcLeodNWT,nov,7,0.75
MMcLeodNWT,dec,7,0.88
MMcLeodNWT,y2020,4,0.62
MMcLeodNWT,_q1,4,0.54
MMcLeodNWT,_q2,6,0.84
MMcLeodNWT,_q3,5,0.5
MMcLeodNWT,_q4,4,0.44
JaimeBattiste,feb,5,0.79
JaimeBattiste,mar,5,0.89
JaimeBattiste,apr,4,0.95
JaimeBattiste,may,7,0.4
JaimeBattiste,jun,8,0.78
JaimeBattiste,sep,7,0.93
JaimeBattiste,oct,5,0.37
JaimeBattiste,nov,6,0.82
JaimeBattiste,dec,7,0.94
JaimeBattiste,y2020,4,0.94
JaimeBattiste,_q1,5,0.66
JaimeBattiste,_q2,6,0.9
JaimeBattiste,_q3,7,0.51
JaimeBattiste,_q4,6,0.61
AndyFillmoreHFX,feb,7,0.95
AndyFillmoreHFX,mar,5,0.79
AndyFillmoreHFX,apr,4,0.43
AndyFillmoreHFX,may,6,0.59
AndyFillmoreHFX,jun,4,0.36
AndyFillmoreHFX,sep,6,0.51
AndyFillmoreHFX,oct,4,0.87
AndyFillmoreHFX,nov,5,0.48
AndyFillmoreHFX,dec,4,0.5
AndyFillmoreHFX,y2020,4,0.49
AndyFillmoreHFX,_q1,5,0.83
AndyFillmoreHFX,_q2,4,0.39
AndyFillmoreHFX,_q3,4,0.42
AndyFillmoreHFX,_q4,5,0.76
DarrenFisherNS,jan,7,0.91
DarrenFisherNS,feb,8,0.72
DarrenFisherNS,mar,6,0.71
DarrenFisherNS,apr,4,0.36
DarrenFisherNS,may,6,0.44
DarrenFisherNS,jun,5,0.5
DarrenFisherNS,jul,3,0.81
DarrenFisherNS,aug,6,0.67
DarrenFisherNS,sep,6,0.83
DarrenFisherNS,oct,4,0.61
DarrenFisherNS,nov,5,0.87
DarrenFisherNS,dec,5,0.83
DarrenFisherNS,y2020,4,0.77
DarrenFisherNS,_q1,5,0.44
DarrenFisherNS,_q2,4,0.66
DarrenFisherNS,_q3,4,0.48
DarrenFisherNS,_q4,4,0.76
geoffregan,jan,6,0.98
geoffregan,feb,6,0.85
geoffregan,mar,5,0.91
geoffregan,apr,6,0.87
geoffregan,may,5,0.72
geoffregan,jun,6,0.82
geoffregan,jul,5,1
geoffregan,aug,6,0.99
geoffregan,sep,6,0.84
geoffregan,oct,5,0.42
geoffregan,nov,7,0.7
geoffregan,dec,6,0.39
geoffregan,y2020,4,0.86
geoffregan,_q1,6,0.56
geoffregan,_q2,4,0.7
geoffregan,_q3,4,0.6
geoffregan,_q4,4,0.45
ZannLenore,jan,6,0.99
ZannLenore,feb,7,0.51
ZannLenore,mar,8,0.98
ZannLenore,apr,4,0.68
ZannLenore,may,5,0.96
ZannLenore,jun,7,0.39
ZannLenore,jul,7,0.71
ZannLenore,aug,6,0.63
ZannLenore,sep,6,1
ZannLenore,oct,11,0.41
ZannLenore,nov,5,0.97
ZannLenore,dec,7,0.76
ZannLenore,y2020,5,1
ZannLenore,_q1,5,0.91
ZannLenore,_q2,4,0.34
ZannLenore,_q3,6,0.68
ZannLenore,_q4,6,0.68
MumilaaqQaqqaq,jan,12,1
MumilaaqQaqqaq,feb,11,0.91
MumilaaqQaqqaq,mar,9,0.76
MumilaaqQaqqaq,apr,6,0.35
MumilaaqQaqqaq,may,5,0.73
MumilaaqQaqqaq,jun,6,0.63
MumilaaqQaqqaq,jul,6,0.74
MumilaaqQaqqaq,aug,7,0.93
MumilaaqQaqqaq,sep,4,0.97
MumilaaqQaqqaq,oct,5,0.57
MumilaaqQaqqaq,dec,5,0.85
MumilaaqQaqqaq,y2020,5,0.36
MumilaaqQaqqaq,_q1,8,0.91
MumilaaqQaqqaq,_q2,4,0.65
MumilaaqQaqqaq,_q3,4,0.96
MumilaaqQaqqaq,_q4,7,0.7
SeanCaseyLPC,jan,8,0.77
SeanCaseyLPC,feb,8,0.7
SeanCaseyLPC,mar,8,0.98
SeanCaseyLPC,apr,7,0.34
SeanCaseyLPC,may,9,0.67
SeanCaseyLPC,jun,8,0.88
SeanCaseyLPC,jul,7,0.61
SeanCaseyLPC,aug,7,0.65
SeanCaseyLPC,sep,6,0.35
SeanCaseyLPC,oct,7,0.34
SeanCaseyLPC,nov,6,0.95
SeanCaseyLPC,dec,6,0.8
SeanCaseyLPC,y2020,4,0.47
SeanCaseyLPC,_q1,7,0.6
SeanCaseyLPC,_q2,4,0.45
SeanCaseyLPC,_q3,5,0.38
SeanCaseyLPC,_q4,6,0.75
L_MacAulay,jan,6,0.9
L_MacAulay,feb,6,0.83
L_MacAulay,mar,5,0.85
L_MacAulay,apr,8,0.74
L_MacAulay,may,4,0.74
L_MacAulay,jun,4,0.5
L_MacAulay,jul,5,0.49
L_MacAulay,aug,6,0.44
L_MacAulay,sep,5,0.98
L_MacAulay,oct,5,0.4
L_MacAulay,nov,5,0.79
L_MacAulay,dec,6,0.83
L_MacAulay,y2020,4,0.97
L_MacAulay,_q1,6,0.82
L_MacAulay,_q2,4,0.83
L_MacAulay,_q3,4,0.69
L_MacAulay,_q4,4,0.46
OmarAlghabra,jan,8,0.96
OmarAlghabra,feb,11,0.51
OmarAlghabra,mar,9,0.6
OmarAlghabra,apr,13,0.81
OmarAlghabra,jun,9,0.41
OmarAlghabra,jul,6,0.67
OmarAlghabra,aug,9,0.67
OmarAlghabra,sep,13,1
OmarAlghabra,oct,9,0.71
OmarAlghabra,nov,10,0.95
OmarAlghabra,dec,10,1
OmarAlghabra,y2020,5,0.75
OmarAlghabra,_q1,6,0.69
OmarAlghabra,_q2,6,0.58
OmarAlghabra,_q3,7,0.93
OmarAlghabra,_q4,6,0.62
LeonaAlleslev,jan,6,0.76
LeonaAlleslev,feb,6,0.37
LeonaAlleslev,mar,7,0.84
LeonaAlleslev,apr,5,0.82
LeonaAlleslev,may,7,0.78
LeonaAlleslev,jun,5,0.99
LeonaAlleslev,jul,6,0.8
LeonaAlleslev,aug,7,1
LeonaAlleslev,sep,7,1
LeonaAlleslev,oct,4,1
LeonaAlleslev,nov,5,0.92
LeonaAlleslev,dec,6,0.4
LeonaAlleslev,y2020,4,0.38
LeonaAlleslev,_q1,5,0.67
LeonaAlleslev,_q2,5,0.96
LeonaAlleslev,_q3,6,0.88
LeonaAlleslev,_q4,5,0.99
AnitaOakville,jan,7,0.61
AnitaOakville,feb,6,0.52
AnitaOakville,mar,4,0.48
AnitaOakville,apr,5,0.78
AnitaOakville,may,5,0.47
AnitaOakville,jun,6,0.52
AnitaOakville,jul,6,0.69
AnitaOakville,aug,5,0.53
AnitaOakville,sep,5,0.96
AnitaOakville,oct,7,0.84
AnitaOakville,nov,5,0.65
AnitaOakville,dec,5,0.45
AnitaOakville,y2020,3,0.97
AnitaOakville,_q1,5,0.62
AnitaOakville,_q2,4,0.73
AnitaOakville,_q3,4,0.59
AnitaOakville,_q4,3,1
gary_srp,jan,5,0.87
gary_srp,feb,4,1
gary_srp,mar,4,0.84
gary_srp,apr,5,0.92
gary_srp,may,5,0.95
gary_srp,jun,4,1
gary_srp,jul,5,0.58
gary_srp,aug,5,0.86
gary_srp,sep,5,0.84
gary_srp,oct,5,0.54
gary_srp,nov,5,0.87
gary_srp,dec,5,0.5
gary_srp,y2020,4,0.98
gary_srp,_q1,4,0.63
gary_srp,_q2,4,0.42
gary_srp,_q3,5,0.85
gary_srp,_q4,4,0.56
VBadawey,jan,7,0.46
VBadawey,feb,8,0.65
VBadawey,mar,5,0.7
VBadawey,apr,5,0.93
VBadawey,may,6,0.99
VBadawey,jun,6,0.97
VBadawey,jul,5,0.39
VBadawey,aug,5,0.34
VBadawey,sep,5,0.83
VBadawey,oct,7,0.81
VBadawey,nov,4,0.59
VBadawey,dec,6,0.7
VBadawey,y2020,4,0.51
VBadawey,_q1,3,0.97
VBadawey,_q2,5,0.94
VBadawey,_q3,4,0.45
VBadawey,_q4,5,0.68
NavdeepSBains,jan,4,0.51
NavdeepSBains,feb,5,0.59
NavdeepSBains,mar,5,0.6
NavdeepSBains,apr,4,0.57
NavdeepSBains,may,5,0.57
NavdeepSBains,jun,7,0.65
NavdeepSBains,jul,5,0.73
NavdeepSBains,aug,4,0.49
NavdeepSBains,sep,6,0.4
NavdeepSBains,oct,4,0.59
NavdeepSBains,nov,5,0.98
NavdeepSBains,dec,5,0.74
NavdeepSBains,y2020,3,0.85
NavdeepSBains,_q1,3,0.74
NavdeepSBains,_q2,4,0.56
NavdeepSBains,_q3,5,0.6
NavdeepSBains,_q4,4,0.55
Yvan_Baker,jan,4,0.5
Yvan_Baker,feb,4,0.56
Yvan_Baker,mar,5,0.66
Yvan_Baker,apr,5,0.82
Yvan_Baker,may,4,0.35
Yvan_Baker,jun,6,0.88
Yvan_Baker,jul,6,0.8
Yvan_Baker,aug,4,0.63
Yvan_Baker,sep,4,1
Yvan_Baker,oct,6,0.9
Yvan_Baker,nov,4,0.68
Yvan_Baker,dec,5,1
Yvan_Baker,y2020,5,0.91
Yvan_Baker,_q1,4,0.63
Yvan_Baker,_q2,4,0.86
Yvan_Baker,_q3,5,0.83
Yvan_Baker,_q4,4,0.92
MikeBarrettON,jan,10,0.75
MikeBarrettON,feb,7,0.86
MikeBarrettON,mar,4,0.93
MikeBarrettON,apr,7,0.51
MikeBarrettON,may,4,0.42
MikeBarrettON,jun,7,0.84
MikeBarrettON,jul,4,0.97
MikeBarrettON,aug,5,0.99
MikeBarrettON,sep,5,0.76
MikeBarrettON,oct,6,0.4
MikeBarrettON,nov,7,0.81
MikeBarrettON,dec,6,0.34
MikeBarrettON,y2020,2,0.6
MikeBarrettON,_q1,5,0.69
MikeBarrettON,_q2,5,0.48
